,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2023-12-05,0,0,0,1,1
1,helm-spring-boot-chart,2023-12-05,1,11,1,0,0
2,iot-k8s-stack,2023-12-05,1,0,0,2,1
3,jenkins-ci,2023-12-05,3,0,0,1,1
4,jenkins-pipeline,2023-12-05,1,0,0,2,1
5,jwt,2023-12-05,1,0,0,1,1
6,kotlin-ktor,2023-12-05,8,1,1,0,0
7,ml-github,2023-12-05,1,12,1,0,0
8,mqtt-golang-influxdb,2023-12-05,16,15,1,0,0
9,quarkus-kafka,2023-12-05,1,2,1,0,0
10,spring-cloud-ms1,2023-12-05,0,0,0,1,1
11,workshop-amq-streams,2023-12-05,1,0,0,1,1
12,workshop-argo-rollouts-doc,2023-12-05,1,1,1,0,0
13,workshop-cdc,2023-12-05,3,54,1,2,2
