,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2023-12-27,0,12,2,0,0
1,amq-streams-workshop,2023-12-27,0,0,0,1,1
2,golang-k8s-helm-helloworld,2023-12-27,2,0,0,2,1
3,influx-telegraf-chronograf,2023-12-27,0,0,0,2,1
4,iot-k8s-stack,2023-12-27,1,0,0,6,3
5,istio-wasm-filter-golang,2023-12-27,1,3,1,0,0
6,jenkins-ci,2023-12-27,3,0,0,1,1
7,kotlin-ktor,2023-12-27,8,38,1,0,0
8,kustomize-vs-helm,2023-12-27,4,0,0,1,1
9,ml-github,2023-12-27,1,0,0,2,1
10,ocp-logging,2023-12-27,1,0,0,2,1
11,workshop-keda,2023-12-27,1,11,1,0,0
12,workshop-rhbk,2023-12-27,0,4,1,0,0
13,workshop-tekton-argocd-app-quarkus-config,2023-12-27,0,0,0,2,1
14,spring-cloud-config,2023-12-27,0,0,0,2,1
