,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2023-12-29,0,10,1,2,1
1,cd-travis-app,2023-12-29,0,0,0,2,1
2,golang-rest-api-cassandra,2023-12-29,2,0,0,2,1
3,iot-devices-crud,2023-12-29,0,0,0,2,1
4,iot-esp8266-irrigation-system,2023-12-29,0,0,0,2,1
5,istio-wasm-filter-golang,2023-12-29,1,1,1,0,0
6,jenkins-ci,2023-12-29,3,0,0,3,2
7,jwt,2023-12-29,1,0,0,2,1
8,mqtt-golang-influxdb,2023-12-29,16,12,2,0,0
9,ms-helm-chart,2023-12-29,1,0,0,2,1
10,ocp-logging,2023-12-29,1,0,0,1,1
11,ocp-monitoring-golang,2023-12-29,1,0,0,1,1
12,quarkus-kafka,2023-12-29,1,0,0,3,2
13,REST-Services-MySQL,2023-12-29,0,0,0,2,1
14,semantic-versioning-cli,2023-12-29,4,0,0,2,1
15,service-mesh-wasm-go,2023-12-29,0,0,0,2,1
16,spring-boot-grafana,2023-12-29,0,0,0,2,1
17,spring-cloud-ms1,2023-12-29,0,0,0,2,2
18,spring-cloud-ms2,2023-12-29,0,0,0,1,1
19,spring-data-mongodb,2023-12-29,0,0,0,2,1
20,workshop-keda,2023-12-29,1,0,0,1,1
21,spring-cloud-config,2023-12-29,0,0,0,1,1
