,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,cd-travis-app,2023-07-26,0,0,0,1,1
1,helm-spring-boot-chart,2023-07-26,1,0,0,1,1
2,influx-telegraf-chronograf,2023-07-26,0,0,0,1,1
3,iot-devices-crud,2023-07-26,0,0,0,16,15
4,istio-wasm-filter-golang,2023-07-26,1,1,1,0,0
5,kotlin-ktor,2023-07-26,7,7,1,2,2
6,ml-github,2023-07-26,1,0,0,4,4
7,mqtt-golang-influxdb,2023-07-26,15,3,1,0,0
8,quarkus-kafka,2023-07-26,1,7,1,0,0
9,spring-cloud-eureka,2023-07-26,0,0,0,1,1
10,workshop-amq-streams,2023-07-26,0,3,1,0,0
11,workshop-argo-rollouts-doc,2023-07-26,1,15,1,0,0
12,workshop-keda,2023-07-26,0,18,2,3,2
