,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,iot-devices-crud,2023-07-31,0,0,0,48,36
1,iot-esp8266-irrigation-system,2023-07-31,0,0,0,2,1
2,kops-aws,2023-07-31,4,0,0,1,1
3,kotlin-ktor,2023-07-31,7,12,1,0,0
4,ml-github,2023-07-31,1,0,0,4,4
5,ml-learning,2023-07-31,0,0,0,1,1
6,mqtt-golang-influxdb,2023-07-31,15,8,1,1,1
7,quarkus-kafka,2023-07-31,1,0,0,1,1
8,quarkus-kotlin-example,2023-07-31,2,1,1,0,0
9,workshop-keda,2023-07-31,0,0,0,1,1
10,dstrategies-back,2023-07-31,0,1,1,0,0
