,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-07-07,0,0,0,1,1
1,golang-rest-api-cassandra,2023-07-07,2,0,0,26,19
2,iot-devices-crud,2023-07-07,0,0,0,12,10
3,kops-aws,2023-07-07,4,0,0,1,1
4,licence-plate-workshop,2023-07-07,0,1,1,0,0
5,ml-github,2023-07-07,1,0,0,1,1
6,mqtt-golang-influxdb,2023-07-07,15,0,0,12,10
7,ms-helm-chart,2023-07-07,1,0,0,1,1
8,spring-kotlin-crud,2023-07-07,7,3,1,0,0
9,ta,2023-07-07,3,0,0,53,33
10,workshop-golang-grpc,2023-07-07,0,0,0,125,72
11,workshop-keda,2023-07-07,0,16,10,122,73
12,workshop-tekton-argocd-app-quarkus-config,2023-07-07,0,0,0,1,1
13,dstrategies-app-deployment,2023-07-07,0,1,1,0,0
14,redhat-workshop-deployment-strategies,2023-07-07,2,21,1,0,0
