,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2023-07-27,2,0,0,2,1
1,golang-rest-api-cassandra,2023-07-27,2,49,1,0,0
2,iot-devices-crud,2023-07-27,0,0,0,72,46
3,kotlin-ktor,2023-07-27,7,24,2,0,0
4,kustomize-vs-helm,2023-07-27,4,1,1,0,0
5,ml-github,2023-07-27,1,0,0,2,2
6,mqtt-golang-influxdb,2023-07-27,15,2,1,2,2
7,pelorus-workshop,2023-07-27,0,1,1,0,0
8,spring-kotlin-crud,2023-07-27,7,20,1,0,0
9,workshop-amq-streams,2023-07-27,0,2,1,0,0
10,workshop-keda,2023-07-27,0,3,1,0,0
11,dstrategies-back,2023-07-27,0,1,1,0,0
12,ProyectoEncuesta,2023-07-27,0,0,0,1,1
