,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,helm-spring-boot-chart,2023-07-17,1,2,1,0,0
1,iot-esp8266-dht11,2023-07-17,0,2,1,1,1
2,iot-esp8266-relay-web-server,2023-07-17,0,0,0,1,1
3,istio-wasm-filter-golang,2023-07-17,1,8,4,0,0
4,jenkins-pipeline,2023-07-17,1,6,1,0,0
5,kotlin-ktor,2023-07-17,7,1,1,0,0
6,kustomize-vs-helm,2023-07-17,4,0,0,1,1
7,licence-plate-workshop,2023-07-17,0,1,1,0,0
8,ml-github,2023-07-17,1,0,0,4,3
9,mqtt-golang-influxdb,2023-07-17,15,1,1,0,0
10,REST-Services-MySQL,2023-07-17,0,0,0,1,1
11,spring-kotlin-crud,2023-07-17,7,7,1,0,0
12,workshop-argo-rollouts-doc,2023-07-17,1,1,1,0,0
13,workshop-keda,2023-07-17,0,58,1,4,3
14,ocp-cluster-setup,2023-07-17,1,0,0,1,1
