,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-07-06,2,0,0,167,99
1,helm-spring-boot-chart,2023-07-06,1,0,0,1,1
2,ic-gradle,2023-07-06,0,0,0,1,1
3,iot-devices-crud,2023-07-06,0,0,0,83,61
4,iot-esp8266-relay-web-server,2023-07-06,0,0,0,1,1
5,istio-wasm-filter-golang,2023-07-06,1,1,1,1,1
6,kotlin-ktor,2023-07-06,7,70,3,0,0
7,kustomize-vs-helm,2023-07-06,4,3,2,0,0
8,licence-plate-workshop,2023-07-06,0,3,1,0,0
9,ml-github,2023-07-06,1,0,0,3,2
10,mqtt-golang-influxdb,2023-07-06,15,1,1,83,57
11,ocp-HTPasswd-file-provider,2023-07-06,0,3,1,0,0
12,workshop-amq-streams,2023-07-06,0,23,1,0,0
13,workshop-argocd,2023-07-06,0,0,0,1,1
14,workshop-golang-grpc,2023-07-06,0,0,0,225,108
15,workshop-keda,2023-07-06,0,76,2,150,73
16,redhat-workshop-deployment-strategies,2023-07-06,2,1,1,0,0
