,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,gingonic-go-mongodb,2023-07-05,0,0,0,1,1
1,golang-rest-api-cassandra,2023-07-05,2,0,0,253,120
2,helm-spring-boot-chart,2023-07-05,1,0,0,1,1
3,iot-devices-crud,2023-07-05,0,2,1,119,71
4,istio-wasm-filter-golang,2023-07-05,1,9,3,0,0
5,kotlin-ktor,2023-07-05,7,2,1,0,0
6,licence-plate-workshop,2023-07-05,0,1,1,0,0
7,ml-learning,2023-07-05,0,0,0,1,1
8,mqtt-golang-influxdb,2023-07-05,15,0,0,123,74
9,pelorus-workshop,2023-07-05,0,0,0,1,1
10,workshop-golang-grpc,2023-07-05,0,0,0,210,99
11,workshop-keda,2023-07-05,0,144,2,155,76
12,workshop-tekton-argocd,2023-07-05,0,2,1,0,0
