,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,iot-devices-crud,2023-07-19,0,0,0,1,1
1,iot-k8s-stack,2023-07-19,1,0,0,1,1
2,istio-wasm-filter-golang,2023-07-19,1,1,1,0,0
3,kotlin-ktor,2023-07-19,7,6,2,0,0
4,ml-github,2023-07-19,1,0,0,5,5
5,mqtt-golang-influxdb,2023-07-19,15,3,2,0,0
6,ms-helm-chart,2023-07-19,1,0,0,1,1
7,ocp-logging,2023-07-19,1,0,0,1,1
8,ocp-monitoring-golang,2023-07-19,1,0,0,1,1
9,quarkus-kotlin-example,2023-07-19,2,1,1,0,0
10,workshop-amq-streams,2023-07-19,0,0,0,2,2
11,workshop-keda,2023-07-19,0,71,1,20,4
12,workshop-tekton-argocd,2023-07-19,0,0,0,4,4
13,workshop-tekton-argocd-app-quarkus,2023-07-19,0,0,0,1,1
14,workshop-tekton-argocd-app-quarkus-config,2023-07-19,0,0,0,1,1
15,dstrategies-app-deployment,2023-07-19,0,0,0,1,1
16,redhat-workshop-deployment-strategies,2023-07-19,2,2,1,0,0
