,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,dbgjerez,2023-02-24,0,2,1,4,3
1,github-traffic,2023-02-24,0,0,0,1,1
2,ic-gradle,2023-02-24,0,0,0,1,1
3,iot-esp8266-relay-web-server,2023-02-24,0,0,0,1,1
4,jenkins-ci,2023-02-24,3,0,0,2,2
5,kotlin-ktor,2023-02-24,7,6,2,2,2
6,ml-github,2023-02-24,1,25,1,12,6
7,redhat-workshop-base,2023-02-24,0,0,0,1,1
8,semantic-versioning-cli,2023-02-24,4,7,1,0,0
9,ta,2023-02-24,3,0,0,1,1
10,workshop-golang-grpc,2023-02-24,0,12,6,51,37
11,workshop-redhat-sso,2023-02-24,0,0,0,1,1
12,workshop-uca-aws-deploy,2023-02-24,0,0,0,1,1
