,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,helm-spring-boot-chart,2023-02-13,1,3,1,0,0
1,iot-devices-crud,2023-02-13,0,1,1,0,0
2,iot-esp8266-relay-web-server,2023-02-13,0,0,0,1,1
3,iot-k8s-stack,2023-02-13,1,1,1,0,0
4,istio-wasm-filter-golang,2023-02-13,0,7,2,0,0
5,kotlin-ktor,2023-02-13,7,79,4,0,0
6,kustomize-vs-helm,2023-02-13,4,3,2,0,0
7,ml-github,2023-02-13,1,0,0,1,1
8,mqtt-golang-influxdb,2023-02-13,13,1,1,0,0
9,quarkus-kotlin-example,2023-02-13,2,3,2,0,0
10,service-mesh-workshop,2023-02-13,3,1,1,16,3
11,spring-kotlin-crud,2023-02-13,6,0,0,1,1
12,workshop-argo-rollouts-resources,2023-02-13,1,1,1,0,0
13,workshop-golang-grpc,2023-02-13,0,34,1,137,87
