,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-02-08,2,7,2,0,0
1,iot-devices-crud,2023-02-08,0,10,1,0,0
2,istio-wasm-filter-golang,2023-02-08,0,4,1,0,0
3,jenkins-pipeline,2023-02-08,1,4,1,0,0
4,kotlin-ktor,2023-02-08,7,9,1,0,0
5,kustomize-vs-helm,2023-02-08,4,1,1,0,0
6,mqtt-golang-influxdb,2023-02-08,13,1,1,0,0
7,poc-k8s-ambassador,2023-02-08,0,0,0,1,1
8,quarkus-kotlin-example,2023-02-08,2,8,1,0,0
9,service-mesh-workshop,2023-02-08,3,6,2,2,1
10,spring-cloud-ms1,2023-02-08,0,0,0,2,1
11,workshop-argo-rollouts-resources,2023-02-08,1,1,1,0,0
12,workshop-golang-grpc,2023-02-08,0,9,1,27,6
13,workshop-service-mesh-doc,2023-02-08,0,8,1,0,0
14,dstrategies-app-deployment,2023-02-08,0,5,1,0,0
15,dstrategies-back,2023-02-08,0,1,1,0,0
16,ocp-cluster-setup,2023-02-08,0,0,0,1,1
