,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-02-25,0,0,0,1,1
1,ansible-bootstrap-workstation,2023-02-25,0,0,0,1,1
2,dbgjerez,2023-02-25,0,0,0,1,1
3,golang-azure-eventhub,2023-02-25,0,0,0,1,1
4,golang-rest-api-cassandra,2023-02-25,2,0,0,2,2
5,iot-air-quality,2023-02-25,1,0,0,1,1
6,iot-esp8266-irrigation-system,2023-02-25,0,0,0,1,1
7,istio-wasm-filter-golang,2023-02-25,0,0,0,1,1
8,jenkins-pipeline,2023-02-25,1,0,0,2,2
9,kops-aws,2023-02-25,4,0,0,1,1
10,kotlin-ktor,2023-02-25,7,11,1,0,0
11,kustomize-vs-helm,2023-02-25,4,0,0,1,1
12,ml-github,2023-02-25,1,4,1,0,0
13,mqtt-golang-influxdb,2023-02-25,13,0,0,2,2
14,quarkus-kotlin-example,2023-02-25,2,0,0,2,2
15,spring-cloud-ms1,2023-02-25,0,0,0,6,2
16,spring-kotlin-crud,2023-02-25,6,0,0,2,2
17,ta,2023-02-25,3,0,0,1,1
18,workshop-golang-grpc,2023-02-25,0,1,1,59,33
19,workshop-redhat-sso,2023-02-25,0,0,0,1,1
20,spring-cloud,2023-02-25,0,0,0,2,1
21,spring-cloud-config,2023-02-25,0,0,0,2,1
