,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,asciidoc-base,2023-02-07,0,0,0,1,1
1,golang-k8s-helm-helloworld,2023-02-07,2,2,2,0,0
2,istio-wasm-filter-golang,2023-02-07,0,10,3,0,0
3,kops-aws,2023-02-07,4,2,2,0,0
4,kotlin-ktor,2023-02-07,7,0,0,1,1
5,kustomize-vs-helm,2023-02-07,4,25,3,0,0
6,mqtt-golang-influxdb,2023-02-07,13,3,1,0,0
7,ocp-HTPasswd-file-provider,2023-02-07,0,5,1,0,0
8,quarkus-kotlin-example,2023-02-07,2,0,0,2,1
9,REST-Services-MySQL,2023-02-07,0,0,0,1,1
10,service-mesh-workshop,2023-02-07,3,52,9,5,5
11,spring-cloud-ms1,2023-02-07,0,0,0,6,3
12,spring-kotlin-crud,2023-02-07,6,0,0,1,1
13,workshop-argo-rollouts-resources,2023-02-07,1,2,1,0,0
14,workshop-golang-grpc,2023-02-07,0,0,0,8,3
15,workshop-service-mesh-doc,2023-02-07,0,2,1,0,0
16,dstrategies-app-deployment,2023-02-07,0,19,3,0,0
17,dstrategies-back,2023-02-07,0,2,1,0,0
18,dstrategies-frontend,2023-02-07,0,1,1,0,0
19,ocp-cluster-setup,2023-02-07,0,14,3,0,0
20,redhat-workshop-deployment-strategies,2023-02-07,0,3,2,0,0
