,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,cd-travis-app,2023-02-21,0,0,0,1,1
1,golang-rest-api-cassandra,2023-02-21,2,0,0,14,14
2,helm-spring-boot-chart,2023-02-21,1,0,0,1,1
3,kotlin-ktor,2023-02-21,7,11,1,0,0
4,kustomize-vs-helm,2023-02-21,4,1,1,0,0
5,mqtt-golang-influxdb,2023-02-21,13,2,2,0,0
6,quarkus-kafka,2023-02-21,0,11,1,0,0
7,quarkus-kotlin-example,2023-02-21,2,3,2,0,0
8,spring-cloud-ms1,2023-02-21,0,0,0,8,2
9,spring-kotlin-crud,2023-02-21,6,2,2,1,1
10,workshop-golang-grpc,2023-02-21,0,0,0,125,75
