,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,istio-wasm-filter-golang,2023-02-03,0,2,1,0,0
1,kops-aws,2023-02-03,4,0,0,1,1
2,kotlin-ktor,2023-02-03,7,19,4,0,0
3,kustomize-vs-helm,2023-02-03,4,0,0,1,1
4,library,2023-02-03,0,0,0,1,1
5,mqtt-golang-influxdb,2023-02-03,13,1,1,0,0
6,quarkus-kafka,2023-02-03,0,0,0,1,1
7,REST-Services-MySQL,2023-02-03,0,1,1,0,0
8,workshop-golang-grpc,2023-02-03,0,0,0,1,1
9,dstrategies-app-deployment,2023-02-03,0,66,30,7,6
10,ocp-cluster-setup,2023-02-03,0,12,10,1,1
