,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,istio-wasm-filter-golang,2023-11-07,1,1,1,0,0
1,jwt,2023-11-07,1,0,0,1,1
2,kotlin-ktor,2023-11-07,8,8,1,0,0
3,ml-github,2023-11-07,1,2,1,2,1
4,mqtt-golang-influxdb,2023-11-07,16,16,1,0,0
5,ocp-logging,2023-11-07,1,139,24,5,5
6,ocp-monitoring-golang,2023-11-07,1,2,1,0,0
7,semantic-versioning-cli,2023-11-07,4,3,2,1,1
8,workshop-cdc,2023-11-07,0,74,7,1,1
9,workshop-keda,2023-11-07,1,2,1,0,0
10,workshop-tekton-argocd,2023-11-07,0,4,1,0,0
