,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,gingonic-go-mongodb,2023-11-23,0,0,0,1,1
1,golang-azure-eventhub-kafka,2023-11-23,0,0,0,1,1
2,golang-rest-api-cassandra,2023-11-23,2,0,0,1,1
3,kotlin-ktor,2023-11-23,8,18,2,0,0
4,kustomize-vs-helm,2023-11-23,4,21,1,0,0
5,ml-github,2023-11-23,1,0,0,2,2
6,mqtt-golang-influxdb,2023-11-23,16,0,0,1,1
7,ocp-logging,2023-11-23,1,1,1,0,0
8,workshop-amq-streams,2023-11-23,1,1,1,0,0
9,workshop-cdc,2023-11-23,2,59,4,4,2
10,workshop-golang-grpc,2023-11-23,0,0,0,1,1
11,workshop-keda,2023-11-23,1,0,0,1,1
