,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,gingonic-go-mongodb,2023-11-03,0,19,1,0,0
1,golang-rest-api-cassandra,2023-11-03,2,7,1,3,2
2,helm-spring-boot-chart,2023-11-03,1,0,0,1,1
3,iot-esp8266-relay-web-server,2023-11-03,0,0,0,1,1
4,istio-wasm-filter-golang,2023-11-03,1,3,1,0,0
5,jenkins-pipeline,2023-11-03,1,0,0,1,1
6,kotlin-ktor,2023-11-03,8,7,1,0,0
7,ml-github,2023-11-03,1,0,0,2,1
8,ocp-logging,2023-11-03,1,60,2,13,7
9,ocp-monitoring-golang,2023-11-03,1,4,1,0,0
10,quarkus-kafka,2023-11-03,1,1,1,0,0
11,spring-boot-grafana,2023-11-03,0,0,0,1,1
12,workshop-cdc,2023-11-03,0,42,4,0,0
13,workshop-golang-grpc,2023-11-03,0,1,1,0,0
14,workshop-keda,2023-11-03,1,0,0,1,1
15,workshop-tekton-argocd,2023-11-03,0,2,1,0,0
16,ProyectoEncuesta,2023-11-03,0,0,0,1,1
