,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-k8s-helm-helloworld,2023-11-26,2,0,0,1,1
1,golang-rest-api-cassandra,2023-11-26,2,29,1,0,0
2,influx-telegraf-chronograf,2023-11-26,0,0,0,1,1
3,istio-wasm-filter-golang,2023-11-26,1,2,1,0,0
4,kotlin-ktor,2023-11-26,8,1,1,0,0
5,ml-github,2023-11-26,1,2,1,0,0
6,mqtt-golang-influxdb,2023-11-26,16,1,1,0,0
7,ocp-logging,2023-11-26,1,1,1,0,0
8,quarkus-kafka,2023-11-26,1,0,0,1,1
9,ta,2023-11-26,3,0,0,1,1
10,workshop-cdc,2023-11-26,3,17,4,0,0
