,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2022-09-27,0,17,1,0,0
1,asciidoc-base,2022-09-27,0,0,0,1,1
2,golang-azure-eventhub,2022-09-27,0,0,0,1,1
3,golang-azure-eventhub-kafka,2022-09-27,0,0,0,1,1
4,golang-gin-gonic,2022-09-27,0,0,0,1,1
5,golang-k8s-helm-helloworld,2022-09-27,2,0,0,1,1
6,golang-rest-api-cassandra,2022-09-27,2,0,0,2,2
7,jenkins-pipeline,2022-09-27,1,0,0,1,1
8,jwt,2022-09-27,1,0,0,1,1
9,kotlin-ktor,2022-09-27,6,12,2,0,0
10,kustomize-vs-helm,2022-09-27,4,2,2,0,0
11,mqtt-golang-influxdb,2022-09-27,12,4,1,0,0
