,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ansible-bootstrap-workstation,2022-09-26,0,0,0,3,3
1,golang-rest-api-cassandra,2022-09-26,2,4,1,0,0
2,iot-air-quality,2022-09-26,1,0,0,1,1
3,iot-devices-crud,2022-09-26,0,0,0,1,1
4,istio-wasm-filter-golang,2022-09-26,0,1,1,0,0
5,jenkins-ci,2022-09-26,3,0,0,1,1
6,jenkins-pipeline,2022-09-26,1,0,0,1,1
7,kustomize-vs-helm,2022-09-26,4,2,2,0,0
8,ml-github,2022-09-26,1,2,1,2,2
9,service-mesh-wasm-go,2022-09-26,0,0,0,1,1
10,spring-kotlin-crud,2022-09-26,6,0,0,1,1
11,ta,2022-09-26,3,0,0,1,1
