,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,b0rr3g0-blog,2022-07-07,0,15,1,5,4
1,golang-k8s-helm-helloworld,2022-07-07,2,4,1,0,0
2,golang-rest-api-cassandra,2022-07-07,2,32,1,3,3
3,iot-devices-crud,2022-07-07,0,0,0,3,3
4,istio-wasm-filter-golang,2022-07-07,0,1,1,1,1
5,jenkins-pipeline,2022-07-07,1,2,1,0,0
6,jwt,2022-07-07,1,1,1,0,0
7,kotlin-ktor,2022-07-07,5,11,2,0,0
8,kustomize-vs-helm,2022-07-07,3,1,1,0,0
9,mqtt-golang-influxdb,2022-07-07,10,0,0,3,3
10,pelorus-workshop,2022-07-07,0,14,3,24,9
11,quarkus-kotlin-example,2022-07-07,2,11,3,0,0
12,ta,2022-07-07,3,0,0,2,2
