,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ansible-base,2022-07-24,0,0,0,1,1
1,b0rr3g0-blog,2022-07-24,0,0,0,1,1
2,golang-k8s-helm-helloworld,2022-07-24,2,2,1,0,0
3,golang-rest-api-cassandra,2022-07-24,2,0,0,58,28
4,iot-devices-crud,2022-07-24,0,0,0,60,26
5,istio-wasm-filter-golang,2022-07-24,0,3,1,0,0
6,kops-aws,2022-07-24,4,0,0,1,1
7,kotlin-ktor,2022-07-24,5,3,1,0,0
8,kubernetes-golang-operator,2022-07-24,0,0,0,1,1
9,kubernetes-helm-operator,2022-07-24,0,0,0,1,1
10,kustomize-vs-helm,2022-07-24,3,0,0,1,1
11,mqtt-golang-influxdb,2022-07-24,10,0,0,17,11
12,quarkus-kotlin-example,2022-07-24,2,1,1,0,0
13,ta,2022-07-24,3,0,0,18,14
14,tinygo-site,2022-07-24,0,0,0,1,1
