,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,cd-travis-app,2024-04-07,0,0,0,1,1
1,golang-rest-api-cassandra,2024-04-07,2,5,1,0,0
2,influxdb-telegraf-grafana,2024-04-07,0,0,0,1,1
3,istio-wasm-filter-golang,2024-04-07,1,1,1,1,1
4,kotlin-ktor,2024-04-07,7,0,0,1,1
5,mqtt-golang-influxdb,2024-04-07,16,1,1,0,0
6,semantic-versioning-cli,2024-04-07,5,0,0,1,1
7,service-mesh-wasm-go,2024-04-07,0,0,0,1,1
8,workshop-cdc,2024-04-07,4,0,0,1,1
9,workshop-tekton-argocd,2024-04-07,0,6,1,1,1
10,licence-plate-workshop,2024-04-07,0,0,0,1,1
