,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-01-14,0,0,0,1,1
1,ansible-bootstrap-workstation,2024-01-14,0,0,0,1,1
2,golang-azure-eventhub,2024-01-14,0,0,0,1,1
3,jenkins-ci,2024-01-14,3,0,0,1,1
4,jenkins-pipeline,2024-01-14,1,0,0,1,1
5,kops-aws,2024-01-14,4,0,0,2,2
6,kotlin-ktor,2024-01-14,8,0,0,1,1
7,kustomize-vs-helm,2024-01-14,4,5,4,0,0
8,ml-learning,2024-01-14,0,0,0,1,1
9,service-mesh-workshop,2024-01-14,3,0,0,1,1
10,spring-cloud-ms1,2024-01-14,0,0,0,2,2
11,spring-data-mongodb,2024-01-14,0,0,0,1,1
12,workshop-tekton-argocd,2024-01-14,0,0,0,1,1
13,workshop-tekton-argocd-app-quarkus,2024-01-14,0,0,0,1,1
