,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-01-03,0,17,3,0,0
1,golang-azure-eventhub,2024-01-03,0,0,0,1,1
2,golang-azure-eventhub-kafka,2024-01-03,0,0,0,1,1
3,golang-gin-gonic,2024-01-03,0,0,0,1,1
4,ic-gradle,2024-01-03,0,0,0,2,1
5,iot-devices-crud,2024-01-03,0,0,0,1,1
6,istio-wasm-filter-golang,2024-01-03,1,1,1,1,1
7,kotlin-ktor,2024-01-03,8,1,1,0,0
8,ml-github,2024-01-03,1,5,2,4,3
9,mqtt-golang-influxdb,2024-01-03,16,0,0,1,1
10,ocp-logging,2024-01-03,1,1,1,0,0
11,quarkus-kotlin-example,2024-01-03,2,1,1,0,0
12,service-mesh-wasm-go,2024-01-03,0,0,0,2,1
13,service-mesh-workshop,2024-01-03,3,8,5,0,0
14,spring-kotlin-crud,2024-01-03,7,0,0,1,1
15,ta,2024-01-03,3,0,0,3,2
16,workshop-argocd,2024-01-03,0,0,0,1,1
17,workshop-cdc,2024-01-03,3,2,1,0,0
18,workshop-rhbk,2024-01-03,0,3,1,0,0
19,workshop-tekton-argocd-app-quarkus-config,2024-01-03,0,0,0,1,1
20,ProyectoEncuesta,2024-01-03,0,0,0,1,1
