,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-01-30,1,1,1,0,0
1,gingonic-go-mongodb,2024-01-30,0,0,0,1,1
2,golang-azure-eventhub,2024-01-30,0,0,0,2,2
3,golang-azure-eventhub-kafka,2024-01-30,0,0,0,2,2
4,golang-gin-gonic,2024-01-30,0,0,0,1,1
5,golang-k8s-helm-helloworld,2024-01-30,2,0,0,1,1
6,golang-rest-api-cassandra,2024-01-30,2,0,0,3,3
7,iot-devices-crud,2024-01-30,0,0,0,1,1
8,istio-wasm-filter-golang,2024-01-30,1,0,0,2,2
9,kotlin-ktor,2024-01-30,7,1,1,0,0
10,ml-github,2024-01-30,1,0,0,1,1
11,mqtt-golang-influxdb,2024-01-30,15,2,1,3,3
12,semantic-versioning-cli,2024-01-30,4,0,0,1,1
13,service-mesh-wasm-go,2024-01-30,0,0,0,2,2
14,service-mesh-workshop,2024-01-30,3,0,0,2,2
15,ta,2024-01-30,3,0,0,1,1
16,workshop-cdc,2024-01-30,4,1,1,0,0
17,workshop-golang-grpc,2024-01-30,0,0,0,2,1
18,workshop-keda,2024-01-30,1,0,0,1,1
19,workshop-tekton-argocd,2024-01-30,0,0,0,1,1
20,workshop-tekton-argocd-app-quarkus,2024-01-30,0,0,0,2,1
