,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,rhbk-workshop,2024-01-19,0,6,4,0,0
1,amq-streams-workshop,2024-01-19,0,0,0,1,1
2,golang-azure-eventhub,2024-01-19,0,0,0,1,1
3,golang-rest-api-cassandra,2024-01-19,2,0,0,1,1
4,iot-air-quality,2024-01-19,1,0,0,1,1
5,iot-esp8266-irrigation-system,2024-01-19,0,0,0,1,1
6,jenkins-ci,2024-01-19,3,0,0,7,1
7,jwt,2024-01-19,1,0,0,1,1
8,kotlin-ktor,2024-01-19,8,20,1,0,0
9,ml-github,2024-01-19,1,0,0,4,4
10,ocp-HTPasswd-file-provider,2024-01-19,0,0,0,1,1
11,quarkus-kafka,2024-01-19,1,0,0,1,1
12,semantic-versioning-cli,2024-01-19,4,0,0,1,1
13,service-mesh-workshop,2024-01-19,3,0,0,1,1
14,spring-cloud-ms2,2024-01-19,0,0,0,1,1
15,uca-workshop-docker,2024-01-19,0,0,0,1,1
16,workshop-cdc,2024-01-19,3,1,1,0,0
17,workshop-golang-grpc,2024-01-19,0,0,0,1,1
18,workshop-keda,2024-01-19,1,0,0,2,2
19,workshop-tekton-argocd-app-quarkus,2024-01-19,0,0,0,1,1
20,ocp-cluster-setup,2024-01-19,1,1,1,0,0
