,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,clover,2022-12-28,0,0,0,1,1
1,golang-azure-eventhub,2022-12-28,0,0,0,1,1
2,golang-azure-eventhub-kafka,2022-12-28,0,0,0,1,1
3,golang-gin-gonic,2022-12-28,0,0,0,1,1
4,golang-k8s-helm-helloworld,2022-12-28,2,1,1,0,0
5,golang-rest-api-cassandra,2022-12-28,2,0,0,2,2
6,iot-devices-crud,2022-12-28,0,0,0,20,18
7,kotlin-ktor,2022-12-28,7,0,0,1,1
8,kustomize-vs-helm,2022-12-28,4,0,0,1,1
9,mqtt-golang-influxdb,2022-12-28,13,0,0,20,15
10,quarkus-kotlin-example,2022-12-28,2,0,0,2,2
11,semantic-versioning-cli,2022-12-28,2,1,1,0,0
12,service-mesh-workshop,2022-12-28,2,0,0,1,1
13,ta,2022-12-28,3,0,0,1,1
14,dstrategies-app-deployment,2022-12-28,0,27,3,9,8
15,ocp-cluster-setup,2022-12-28,1,7,2,0,0
16,redhat-workshop-deployment-strategies,2022-12-28,0,18,2,10,5
