,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2022-12-20,2,5,1,20,17
1,iot-devices-crud,2022-12-20,0,0,0,19,18
2,iot-esp8266-relay-web-server,2022-12-20,0,0,0,1,1
3,jenkins-pipeline,2022-12-20,1,0,0,1,1
4,jwt,2022-12-20,1,1,1,0,0
5,kotlin-ktor,2022-12-20,7,5,3,0,0
6,ocp-monitoring-golang,2022-12-20,1,0,0,1,1
7,pelorus-workshop,2022-12-20,0,0,0,1,1
8,quarkus-kotlin-example,2022-12-20,2,3,2,0,0
9,semantic-versioning-cli,2022-12-20,2,49,1,6,3
10,spring-kotlin-crud,2022-12-20,6,4,3,0,0
11,dstrategies-helm-chart,2022-12-20,0,6,3,0,0
12,ocp-cluster-setup,2022-12-20,0,11,1,0,0
13,redhat-workshop-deployment-strategies,2022-12-20,0,3,2,1,1
