,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2022-12-02,2,7,2,1,1
1,helm-spring-boot-chart,2022-12-02,1,7,1,0,0
2,kustomize-vs-helm,2022-12-02,4,1,1,0,0
3,ocp-HTPasswd-file-provider,2022-12-02,0,0,0,1,1
4,quarkus-kotlin-example,2022-12-02,2,0,0,1,1
5,service-mesh-workshop,2022-12-02,2,0,0,1,1
6,spring-kotlin-crud,2022-12-02,6,4,1,0,0
7,ta,2022-12-02,3,0,0,3,3
8,dstrategies-back,2022-12-02,0,0,0,1,1
9,dstrategies-helm-chart,2022-12-02,0,39,1,18,9
10,ocp-cluster-setup,2022-12-02,0,1,1,1,1
