,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,amq-streams-workshop,2023-05-21,0,0,0,2,1
1,ansible-bootstrap-workstation,2023-05-21,0,0,0,2,1
2,asciidoc-base,2023-05-21,0,0,0,2,1
3,b0rr3g0-blog,2023-05-21,0,0,0,2,1
4,cd-travis-app,2023-05-21,0,0,0,2,1
5,golang-rest-api-cassandra,2023-05-21,2,0,0,1,1
6,helm-spring-boot-chart,2023-05-21,1,1,1,0,0
7,influxdb-telegraf-grafana,2023-05-21,0,0,0,2,1
8,istio-wasm-filter-golang,2023-05-21,1,2,1,0,0
9,kops-aws,2023-05-21,4,0,0,2,1
10,kotlin-ktor,2023-05-21,7,0,0,2,1
11,kustomize-vs-helm,2023-05-21,4,0,0,1,1
12,ml-github,2023-05-21,1,0,0,5,3
13,ml-learning,2023-05-21,0,0,0,2,1
14,mqtt-golang-influxdb,2023-05-21,14,0,0,12,6
15,ocp-logging,2023-05-21,1,0,0,1,1
16,service-mesh-wasm-go,2023-05-21,0,0,0,2,1
17,service-mesh-workshop,2023-05-21,3,0,0,2,1
18,ta,2023-05-21,3,0,0,33,27
19,workshop-amq-streams,2023-05-21,0,0,0,2,1
20,dstrategies-app-deployment,2023-05-21,0,0,0,12,6
21,ocp-cluster-setup,2023-05-21,1,0,0,2,1
