,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,ansible-bootstrap-workstation,2023-05-17,0,0,0,1,1
1,asciidoc-base,2023-05-17,0,0,0,1,1
2,golang-k8s-helm-helloworld,2023-05-17,2,9,1,0,0
3,golang-rest-api-cassandra,2023-05-17,2,0,0,136,73
4,jenkins-pipeline,2023-05-17,1,3,1,0,0
5,kops-aws,2023-05-17,4,0,0,3,2
6,kotlin-ktor,2023-05-17,7,24,2,0,0
7,kustomize-vs-helm,2023-05-17,4,28,6,19,7
8,ml-github,2023-05-17,1,1,1,3,2
9,mqtt-golang-influxdb,2023-05-17,14,40,2,34,30
10,ocp-HTPasswd-file-provider,2023-05-17,0,1,1,0,0
11,quarkus-kotlin-example,2023-05-17,2,12,1,0,0
12,service-mesh-workshop,2023-05-17,3,11,1,0,0
13,workshop-amq-streams,2023-05-17,0,1,1,0,0
14,workshop-argo-rollouts-doc,2023-05-17,1,1,1,0,0
15,workshop-keda,2023-05-17,0,4,1,1,1
16,workshop-tekton-argocd,2023-05-17,0,2,1,0,0
17,ProyectoEncuesta,2023-05-17,0,0,0,1,1
