,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-05-04,2,0,0,117,54
1,iot-devices-crud,2023-05-04,0,1,1,59,39
2,istio-wasm-filter-golang,2023-05-04,1,3,2,0,0
3,jenkins-pipeline,2023-05-04,1,0,0,1,1
4,kotlin-ktor,2023-05-04,7,7,1,0,0
5,kustomize-vs-helm,2023-05-04,4,0,0,1,1
6,licence-plate-workshop,2023-05-04,0,2,1,0,0
7,ml-github,2023-05-04,1,0,0,2,1
8,mqtt-golang-influxdb,2023-05-04,14,15,1,59,45
9,pelorus-workshop,2023-05-04,0,0,0,1,1
10,quarkus-kafka,2023-05-04,1,40,1,0,0
11,semantic-versioning-cli,2023-05-04,4,5,1,0,0
12,service-mesh-workshop,2023-05-04,3,2,1,0,0
13,spring-cloud-eureka,2023-05-04,0,0,0,1,1
14,ta,2023-05-04,3,0,0,59,40
15,workshop-amq-streams,2023-05-04,0,10,2,0,0
16,workshop-golang-grpc,2023-05-04,0,0,0,118,69
17,workshop-keda,2023-05-04,0,23,1,81,5
18,workshop-tekton-argocd,2023-05-04,0,2,1,0,0
19,workshop-uca-aws-deploy,2023-05-04,0,0,0,1,1
20,spring-cloud-config,2023-05-04,0,0,0,1,1
21,redhat-workshop-deployment-strategies,2023-05-04,2,0,0,1,1
