,name,ts,stars_count,views_total,views_uniques,clones_total,clones_uniques
0,golang-rest-api-cassandra,2023-05-15,2,0,0,36,30
1,iot-devices-crud,2023-05-15,0,0,0,17,13
2,istio-wasm-filter-golang,2023-05-15,1,0,0,1,1
3,kotlin-ktor,2023-05-15,7,6,2,0,0
4,kustomize-vs-helm,2023-05-15,4,16,1,5,3
5,ml-github,2023-05-15,1,5,1,1,1
6,quarkus-kafka,2023-05-15,1,1,1,0,0
7,semantic-versioning-cli,2023-05-15,4,0,0,1,1
8,service-mesh-wasm-go,2023-05-15,0,0,0,1,1
9,service-mesh-workshop,2023-05-15,3,0,0,1,1
10,spring-kotlin-crud,2023-05-15,7,1,1,0,0
11,ta,2023-05-15,3,0,0,1,1
12,workshop-amq-streams,2023-05-15,0,0,0,1,1
13,workshop-keda,2023-05-15,0,13,1,14,9
14,workshop-tekton-argocd,2023-05-15,0,6,1,0,0
15,workshop-tekton-argocd-app-quarkus,2023-05-15,0,26,1,0,0
16,workshop-tekton-argocd-app-quarkus-config,2023-05-15,0,3,1,0,0
17,licence-plate-workshop,2023-05-15,0,2,1,0,0
